Study ID,Flag Analysis,Flag Clean,Screener,Extractor,Title,Authors,Journal name,Publication year,DOI/URL,Abstract,Country of study,Country of first author's affiliation,Climatic zone,Ecosystem Type,Study site,Location coordinates,coordinate source,Location coordinates - CLEAN,UAV Platform Type,UAV Model,Sensor Type,Sensor Model,Spatial resolution,spatial_resolution_clean,Spatial extent,spatial_extent_clean,More on spatial study design,Time series ,Temporal duration,Temporal resolution,More on temporal study design,Altitude Above Ground Level (AGL),Variables calculated,Other data included,Research topic,Objectives of the study,Key findings of the study,Role of drone data in study,Associated protocols,Associated data/imagery,Associated code
192,,,LW,HJ,Spatial patterns of above-ground biomass in tropical alpine p√°ramo ecosystems using allometric models and LiDAR data,"['Veloza, P', 'Rozo, A', 'Segura, L', 'Cabrera, M', 'Ni√±o, F', 'Prado-Castillo, LF', 'Benavides, JC']",Landscape Ecology,2025,10.1007/s10980-025-02159-0,"ContextP & aacute;ramos, high-elevation alpine ecosystems found in the northern Andes, are a biodiversity hotspot and play a crucial role in climate change mitigation due to their carbon storage capacity. Above-ground biomass (AGB) serves as a key indicator of ecosystem health and carbon sequestration potential. Accurate estimates of above-ground biomass are essential for understanding the variability of carbon storage across different p & aacute;ramo vegetation types, successional stages and degradation impacts supporting the design of effective conservation and management strategies.ObjectivesWe analyzed the main patterns of AGB across different vegetation types and plant growth forms combining methods of direct field measurements and UAV-LiDAR. This study was conducted into conserved area named El Cocuy National Natural Park, within P & aacute;ramos ecosystems in the northeast of the Colombian Andes.MethodsWe measured the AGB of the different plant growth forms and related that to relevant allometric traits by using simple linear models. Using the allometric equations we estimated the AGB of 30 plots in areas dominated by different p & aacute;ramo vegetation types. Airborne LiDAR data was collected from these plots and canopy height and density metrics were processed to determine landscape-level above-ground biomass calibrated with the ground measurements.ResultsWe found that plant height, basal diameter, and leaf area explained AGB variation for the different plant growth forms. We selected models with canopy height model (CHM) as predictor, to explain above-ground biomass at the landscape level. Allometric and LiDAR derived models showed p & aacute;ramo values ranging from 3 to 11 Mg C ha-1.ConclusionsOur results demonstrated that it is possible to understand above ground carbon accumulation patterns at the landscape level by combining direct and indirect methods, such as allometric equations and LiDAR data, in areas representing the heterogeneity of p & aacute;ramo vegetation. This study is pioneering in providing information for non-forest carbon reservoirs and the impacts of human actions on the dynamics of the AGB, which are crucial to reach national greenhouse gases emission targets.",Colombia,Colombia,Alpine tropical,Paramo,"El Cocuy National Natural Park, Colombia","-72°20', 6°22'",approximate,,Multi-rotor,Matrice 300 RTK,LiDAR,Zenmuse L1 waveform scanner,950–3.365 points/m2,2157 ppm,"unclear, 3-9 hectares",6 ha,Paramo study area where field data is collected,no,not reported,1 scan (assumed),not reported,50 - 70 m,Aboveground carbon density,"Field-measured biomass estimations, allometric equations",Carbon/nutrient fluxes,To analyze patterns of AGB across vegetation types and growth forms using field measurements and UAV-LiDAR,Combining aerial LiDAR and field measurments facilitate estimation of aboveground carbon,Used to estimate aboveground carbon density,not reported,Available within supplementary material,not reported
32,,,LW,HJ,Accurate Measurement of Tropical Forest Canopy Heights and Aboveground Carbon Using Structure From Motion,"['Swinfield, T', 'Lindsell, JA', 'Williams, JV', 'Harrison, RD', 'Agustiono', 'Habibi', 'Gemita, E', 'Sch√∂nlieb, CB', 'Coomes, DA']",Remote Sensing,2019,10.3390/rs11080928,"Unmanned aerial vehicles are increasingly used to monitor forests. Three-dimensional models of tropical rainforest canopies can be constructed from overlapping photos using Structure from Motion (SfM), but it is often impossible to map the ground elevation directly from such data because canopy gaps are rare in rainforests. Without knowledge of the terrain elevation, it is, thus, difficult to accurately measure the canopy height or forest properties, including the recovery stage and aboveground carbon density. Working in an Indonesian ecosystem restoration landscape, we assessed how well SfM derived the estimates of the canopy height and aboveground carbon density compared with those from an airborne laser scanning (also known as LiDAR) benchmark. SfM systematically underestimated the canopy height with a mean bias of approximately 5 m. The linear models suggested that the bias increased quadratically with the top-of-canopy height for short, even-aged, stands but linearly for tall, structurally complex canopies (>10 m). The predictions based on the simple linear model were closely correlated to the field-measured heights when the approach was applied to an independent survey in a different location (R2 = 67% and RMSE = 1.85 m), but a negative bias of 0.89 m remained, suggesting the need to refine the model parameters with additional training data. Models that included the metrics of canopy complexity were less biased but with a reduced R2. The inclusion of ground control points (GCPs) was found to be important in accurately registering SfM measurements in space, which is essential if the survey requirement is to produce small-scale restoration interventions or to track changes through time. However, at the scale of several hectares, the top-of-canopy height and above-ground carbon density estimates from SfM and LiDAR were very similar even without GCPs. The ability to produce accurate top-of-canopy height and carbon stock measurements from SfM is game changing for forest managers and restoration practitioners, providing the means to make rapid, low-cost surveys over hundreds of hectares without the need for LiDAR.",Indonesia,UK,Wet tropical,Forest,"Hutan Harapan, Sumatra, Indonesia",not reported,not reported,,Multi-rotor,"Tarot Ironman 650, 3DR Solo",RGB,"Canon S110, Parrot Sequoia",not reported,,not reported,,not reported,no,"2 flight days: 21 March 2016, 16 April 2017",1 scan,not reported,"140 m, 120 m","Canopy height, Aboveground carbon density",LiDAR data collected from aircraft,"Forest structure/dynamics, Carbon/nutrient fluxes",To assess how well structure from motion estimates canopy height and aboveground carbon density in comparison to LiDAR,"Structure from motion systematically underestimated canopy height, but including ground control points increased accuracy.",Used to collect calculate canopy height and estimate aboveground biomass to compare against previously collected LiDAR data,not reported,not reported,not reported
5,,,LW,HJ,Comparing terrestrial laser scanning and unmanned aerial vehicle structure from motion to assess top of canopy structure in tropical forests,"['Rosca, S', 'Suomalainen, J', 'Bartholomeus, H', 'Herold, M']",Interface Focus,2018,10.1098/rsfs.2017.0038,"Terrestrial laser scanning (TLS) and unmanned aerial vehicles (UAVs) equipped with digital cameras have attracted much attention from the forestry community as potential tools for forest inventories and forest monitoring. This research fills a knowledge gap about the viability and dissimilarities of using these technologies for measuring the top of canopy structure in tropical forests. In an empirical study with data acquired in a Guyanese tropical forest, we assessed the differences between top of canopy models (TCMs) derived from TLS measurements and from UAV imagery, processed using structure from motion. Firstly, canopy gaps lead to differences in TCMs derived from TLS and UAVs. UAV TCMs overestimate canopy height in gap areas and often fail to represent smaller gaps altogether. Secondly, it was demonstrated that forest change caused by logging can be detected by both TLS and UAV TCMs, although it is better depicted by the TLS. Thirdly, this research shows that both TLS and UAVTCMs are sensitive to the small variations in sensor positions during data collection. TCMs rendered from UAV data acquired over the same area at different moments are more similar (RMSE 0.11-0.63 m for tree height, and 0.14-3.05 m for gap areas) than those rendered from TLS data (RMSE 0.21-1.21 m for trees, and 1.02-2.48 m for gaps). This study provides support for a more informed decision for choosing between TLS and UAV TCMs to assess top of canopy in a tropical forest by advancing our understanding on: (i) how these technologies capture the top of the canopy, (ii) why their ability to reproduce the same model varies over repeated surveying sessions and (iii) general considerations such as the area coverage, costs, fieldwork time and processing requirements needed.",Guyana,Netherlands,Wet tropical,Forest,tropical forest south of Bartica,"6820100 N, 588410550 W",from study,,Multi-rotor,Aerialtronics Altura AT8,RGB,Panasonic GX1,not reported,,30 x 40 m,1200 m2,Small area where tree was felled in middle of study,yes,Nov 2014,2 scans,"Plots reflown two days apart, in between a tree was felled to assess how sensitive each measure was to logging.",50 - 70 m,"Canopy Height Model, Canopy height",Terrestrial laser scanning data for top of canopy structure,Forest structure/dynamics,To compare the measurement of top of canopy structure via terrestrial laser scanning and UAVs,"Terrestrial laser scanning better measures canopy height in forest gaps, and better detects forest structure changes due to logging.","Used to measure top of canopy structure, and compare to that measured by terrestrial laser scanning",not reported,Available upon request,Available upon request
88,,,LW,HJ,Dawn of drone ecology: low-cost autonomous aerial vehicles for conservation,"['Koh, LP', 'Wich, SA']",Tropical Conservation Science,2012,10.1177/194008291200500202,"Tropical deforestation continues to be a major driver of biodiversity loss and greenhouse gas emissions. Remote sensing technology is increasingly used to assess changes in forest cover, species distributions and carbon stocks. However, satellite and airborne sensors can be prohibitively costly and inaccessible for researchers in developing countries. Here, we describe the development and use of an inexpensive (<$2,000) unmanned aerial vehicle for surveying and mapping forests and biodiversity (referred to as 'Conservation Drone' hereafter). Our prototype drone is able to fly pre-programmed missions autonomously for a total flight time of similar to 25 minutes and over a distance of similar to 15 km. Non-technical operators can program each mission by defining waypoints along a flight path using an open-source software. This drone can record videos at up to 1080 pixel resolution (high definition), and acquire aerial photographs of <10 cm pixel resolution. Aerial photographs can be stitched together to produce real-time geo-referenced land use/cover maps of surveyed areas. We evaluate the performance of this prototype Conservation Drone based on a series of test flights in Aras Napal, Sumatra, Indonesia. We discuss the further development of Conservation Drone 2.0, which will have a bigger payload and longer range. Initial tests suggest a flight time of similar to 50 minutes and a range of similar to 25 km. Finally, we highlight the potential of this system for environmental and conservation applications, which include near real-time mapping of local land cover, monitoring of illegal forest activities, and surveying of large animal species.",Indonesia,"Switzerland, Singapore",Wet tropical,Forest,"Gunung Leuser National Park, Sumatra, Indonesia",98°5′0′′E 3°58′0′′N,from study,,Fixed-wing,customized Hobbyking Bixler,RGB,"Canon IXUS 220 HS, Pentax Optio WG-1 GPS",2.2 - 7.4 cm,.048 m,50 ha,50 ha,not reported,no,Feb  13 - 16 (2012?),1 scan,Experimented with different flight parameters and missions,100 m,Land use,Not reported,Methodological advancement,To test the performance of a custom built drone for mapping for conservation contexts,The custom built drone performs well and allows researchers to upscale mapping,To obtain information on land use and human activities in study area,not reported,not reported,not reported
28,,,LW,HJ,Measuring and modelling microclimatic air temperature in a historically degraded tropical forest,"['Marsh, CD', 'Hill, RA', 'Nowak, MG', 'Hankinson, E', 'Abdullah, A', 'Gillingham, P', 'Korstjens, AH']",International Journal of Biometeorology,2022,10.1007/s00484-022-02276-4,"Climate change is predicted to cause widespread disruptions to global biodiversity. Most climate models are at the macroscale, operating at a similar to 1 km resolution and predicting future temperatures at 1.5-2 m above ground level, making them unable to predict microclimates at the scale that many organisms experience temperature. We studied the effects of forest structure and vertical position on microclimatic air temperature within forest canopy in a historically degraded tropical forest in Sikundur, Northern Sumatra, Indonesia. We collected temperature measurements in fifteen plots over 20 months, alongside vegetation structure data from the same fifteen 25 x 25 m plots. We also performed airborne surveys using an unmanned aerial vehicle (UAV) to record canopy structure remotely, both over the plot locations and a wider area. We hypothesised that old-growth forest structure would moderate microclimatic air temperature. Our data showed that Sikundur is a thermally dynamic environment, with simultaneously recorded temperatures at different locations within the canopy varying by up to similar to 15 degrees C. Our models (R-2 = 0.90 to 0.95) showed that temperature differences between data loggers at different sites were largely determined by variation in recording height and the amount of solar radiation reaching the topmost part of the canopy, although strong interactions between these abiotic factors and canopy structure shaped microclimate air temperature variation. The impacts of forest degradation have smaller relative influence on models of microclimatic air temperature than abiotic factors, but the loss of canopy density increases temperature. This may render areas of degraded tropical forests unsuitable for some forest-dwelling species with the advent of future climate change.",Indonesia,"UK, USA",Wet tropical,Forest,Sikundur Reserve,"3.95 N, 98.07 W",from study,,Fixed-wing,Skywalker,RGB,SONY RX100 mk4,4.82 cm,.0482 m,1 ha,1 ha,25 plots where microclimate loggers were deployed,no,"June 13 - 16, 2017",1 scan,,200 m,"Canopy Height Model, Potential Incoming Solar Radiation, Canopy height",Microclimatic data,"Forest structure/dynamics, Forest microclimate",To study the effect of forest structure and degradation on microclimatic air temperature,"Forest degradation had a smaller relative influence on mircroclimatic air temperature than abiotic factors, although loss of canopy density increased temperature",To estimate forest structure,not reported,not reported,not reported
70,,,LW,HJ,Tree Height Measurements in Degraded Tropical Forests Based on UAV-LiDAR Data of Different Point Cloud Densities: A Case Study on Dacrydium pierrei in China,"['Peng, X', 'Zhao, AJ', 'Chen, YF', 'Chen, Q', 'Liu, HD']",Forests,2021,10.3390/f12030328,"Tropical forest degradation is a major contributor to greenhouse gas emissions. Tree height can be used as an important predictor of forest growth, and yield models can provide basic data for forest degradation assessments. As an important parameter of unmanned aerial vehicle-light detection and ranging (UAV-LiDAR), it is not clear how the point cloud density affects the extraction accuracy of tree height in degraded tropical rain forests. To solve this problem, we collected UAV-LiDAR data at a flight altitude of 150 m, and then resampled the UAV-LiDAR data obtained according to the point cloud density percentage resampling method and obtained UAV-LiDAR data for five different point cloud densities, namely, 12, 17, 28, 64, and 108 points/m(2). On the basis of the resampled LiDAR data, we generated a canopy height model (CHM) to extract the height of Dacrydium pierrei (D. pierrei). The results show that (1) With the increase in the point cloud density, the accuracy of tree height extraction gradually increased, with a maximum accuracy at 108 points/m(2) (root mean squared error (RMSE)% = 22.78%, bias% = 14.86%). The accuracy (RMSE%) increased by 6.92% as the point cloud density increased from 12 points/m(2) to 17 points/m(2), but only increased by 0.99% as the point cloud density increased from 17 points/m(2) to 108 points/m(2), indicating that 17 points/m(2) is a critical point for tree height extraction of D. pierrei. (2) Compared with the results from broad-leaved forests, the accuracy of D. pierrei height extraction from coniferous forest was higher. With the increase in point cloud density, the difference in the accuracy of D. pierrei height between two stands gradually increased. When the point cloud density was 108 points/m(2), the differences in RMSE% and bas% were 3.55% and 6.22%, respectively. When the point cloud density was 12 points/m(2), the differences in RMSE% and bias% were 2.71% and 4.69%, respectively. Our research identified the lowest LiDAR data point cloud density required to ensure a certain accuracy in tree height extraction, which will help scholars formulate UAV-LiDAR forest resource survey plans.",China,China,Wet tropical,Forest,Diaoluoshan National Forest Park,110°0′0′′E 19°0′0′′N,from study,,Multi-rotor,GV2000,LiDAR,LiAir1000,108 points / m2,108 ppm,1 ha,1 ha,25 plots where D. pierrei trees were planted,no,May 2018,1 scan,,150 m,Canopy Height Model,Field data for tree heights,Forest structure/dynamics,To determine the impact of LiDAR point cloud density on estimating tree height,"Height estimation accuracy increases with higher point cloud density, although there is a threshold at which accuracy increases are negligible",To create LiDAR scans with different point cloud densities,not reported,Available upon request,not reported
79,,,LW,HJ,Use of drone technology as a tool for behavioral research: A case study of crocodilian nesting,"['Evans, LJ', 'Jones, TH', 'Pang, K', 'Evans, MN', 'Saimin, S', 'Goossens, B']",Herpetological Conservation and Biology,2015,not reported,"Detecting cryptic behaviors without influencing the animal being observed is a challenging aspect of behavioral ecology. Such behaviors, often demonstrating habitat use, can play a crucial role in understanding wildlife monitoring and conservation. Crocodilian nesting is one such activity. Unmanned Aerial Vehicles (UAVs), or drones, are auto-piloted aircraft that can be used to map areas aerially using high resolution photography. Previously detectable through expensive helicopter surveys, this study sought to provide a new and less expensive method for the detection of estuarine crocodile nests in tropical forest ecosystems, as well as to propose additional applications of the technology based on field performance levels. The use of drones to detect crocodile nests is the first such application of the technology. We successfully identified two crocodile nests during the course of five flight hours (1550 ha; 15.5 km(2)) of testing along the Kinabatangan River in Sabah, Malaysian Borneo, confirming the feasibility of the technology. We located these nests in close proximity to oil palm plantations, suggesting that low-level disturbance does not provide an obstacle to successful nesting. The potential to identify nests within unprotected forest could lead to additional protected areas being listed, and the effective management of crocodile nesting habitat will also provide benefits for many additional species within the ecosystem. Other applications of the technology within lowland tropical forest could include detection of logging, enhancing anti-poaching patrols, and real-time landscape mapping.",Malaysia,"UK, Malaysia",Wet tropical,Forest,"Lower Kinabatangan Wildlife Sanctuary, Sabah, Malaysia","N5.423742◦, E118.055597◦",from study,,Fixed-wing,Bormatec-MAJA,RGB,"Model S100, Canon",8.5 cm,.085 m,not reported,,Areas where crocodiles known or expected to occur,no,14-18 Oct 2013,1 scan,flights performed during nesting season for crocodiles,300 m,Crocodile nests,Not reported,"Animal ecology, Animal identification",To use drones to identify and map nesting sites for crocodiles,"Drones are a cost-effective, non-invasive technique to facilitate mapping of crocodiles",Used to fly study area and create orthomosaics for identifying and mapping crocodile nesting sites,not reported,not reported,not reported
21,,,LW,HJ,Locating emergent trees in a tropical rainforest using data from an Unmanned Aerial Vehicle (UAV),"['Alexander, C', 'Korstjens, AH', 'Hankinson, E', 'Usher, G', 'Harrison, N', 'Nowak, MG', 'Abdullah, A', 'Wich, SA', 'Hill, RA']",International Journal of Applied Earth Observation and Geoinformation,2018,10.1016/j.jag.2018.05.024,"Emergent trees, which are taller than surrounding trees with exposed crowns, provide crucial services to several rainforest species especially to endangered primates such as gibbons and siamangs (Hylobatidae). Hylobatids show a preference for emergent trees as sleeping sites and for vocal displays, however, they are under threat from both habitat modifications and the impacts of climate change. Traditional plot-based ground surveys have limitations in detecting and mapping emergent trees across a landscape, especially in dense tropical forests. In this study, a method is developed to detect emergent trees in a tropical rainforest in Sumatra, Indonesia, using a photogrammetric point cloud derived from RGB images collected using an Unmanned Aerial Vehicle (UAV). If a treetop, identified as a local maximum in a Digital Surface Model generated from the point cloud, was higher than the surrounding treetops (Trees_EM), and its crown was exposed above its neighbours (Trees_SL; assessed using slope and circularity measures), it was identified as an emergent tree, which might therefore be selected preferentially as a sleeping tree by hylobatids. A total of 54 out of 63 trees were classified as emergent by the developed algorithm and in the field. The algorithm is based on relative height rather than canopy height (due to a lack of terrain data in photogrammetric point clouds in a rainforest environment), which makes it equally applicable to photogrammetric and airborne laser scanning point cloud data.",Indonesia,"UK, Denmark",Wet tropical,Forest,Sikundur,98.07 °E; 3.96 °N,from study,,not reported,not reported,RGB,not reported,25 cm,.25 m,6.5 km2,6.5 km2,Area with known presence of gibbons and siamangs,no,22-25 Jan 2015,1 scan,not reported,198 m,"Emergent tree location, Canopy Height Model",Not reported,"Animal ecology, Forest structure/dynamics",To identify emergent canopy trees that may be used by primates as nesting habitat with drones,Drones and the relative height algorithm provide cost-effective identification and mapping of emergenet canopy trees,Used to create orthomsaics and canopy height models which were used to identify emergent trees,not reported,not reported,not reported
59,,,LW,HJ,Mapping Canopy Heights in Dense Tropical Forests Using Low-Cost UAV-Derived Photogrammetric Point Clouds and Machine Learning Approaches,"['Zhang, H', 'Bauters, M', 'Boeckx, P', 'Van Oost, K']",Remote Sensing,2021,10.3390/rs13183777,"Tropical forests are a key component of the global carbon cycle and climate change mitigation. Field- or LiDAR-based approaches enable reliable measurements of the structure and above-ground biomass (AGB) of tropical forests. Data derived from digital aerial photogrammetry (DAP) on the unmanned aerial vehicle (UAV) platform offer several advantages over field- and LiDAR-based approaches in terms of scale and efficiency, and DAP has been presented as a viable and economical alternative in boreal or deciduous forests. However, detecting with DAP the ground in dense tropical forests, which is required for the estimation of canopy height, is currently considered highly challenging. To address this issue, we present a generally applicable method that is based on machine learning methods to identify the forest floor in DAP-derived point clouds of dense tropical forests. We capitalize on the DAP-derived high-resolution vertical forest structure to inform ground detection. We conducted UAV-DAP surveys combined with field inventories in the tropical forest of the Congo Basin. Using airborne LiDAR (ALS) for ground truthing, we present a canopy height model (CHM) generation workflow that constitutes the detection, classification and interpolation of ground points using a combination of local minima filters, supervised machine learning algorithms and TIN densification for classifying ground points using spectral and geometrical features from the UAV-based 3D data. We demonstrate that our DAP-based method provides estimates of tree heights that are identical to LiDAR-based approaches (conservatively estimated NSE = 0.88, RMSE = 1.6 m). An external validation shows that our method is capable of providing accurate and precise estimates of tree heights and AGB in dense tropical forests (DAP vs. field inventories of old forest: r(2) = 0.913, RMSE = 31.93 Mg ha(-1)). Overall, this study demonstrates that the application of cheap and easily deployable UAV-DAP platforms can be deployed without expert knowledge to generate biophysical information and advance the study and monitoring of dense tropical forests.",DR Congo,Belgium,Wet tropical,Forest,"Yangambi Biosphere Reserve, Yoko Reserve","2◦S–2◦N, 22◦E–28◦E",from study,,Multi-rotor,"DJI Mavic 2 Pro, customized DJI Phantom 3 Advanced",RGB,"Hasselblad L1D-20c RGB camera, GoPro Hero 3 RGB camera","4 cm, 10 cm",.07 m,650 ha,650 ha,not reported,no,9 - 19 Feb 2020,1 scan,not reported,180 m,Canopy Height Model,"Published ALS dataset used as reference, field-based measurements","Forest structure/dynamics, Methodological advancement",To test a workflow for improving canopy height models from UAV photogrammetry ,"Their workflow improves the ability to detect the ground in dense tropical forests from UAV photogrammetry, critical for improving canopy height models",UAV photogrammetry data collected to upscale canopy mapping,not reported,Available within supplementary material,not reported
125,,,LW,HJ,Quantifying tropical forest structure through terrestrial and UAV laser scanning fusion in Australian rainforests,"['Terryn, L', 'Calders, K', 'Bartholomeus, H', 'Bartolo, RE', 'Brede, B', ""D'hont, B"", 'Disney, M', 'Herold, M', 'Lau, A', 'Shenkin, A', 'Whiteside, TG', 'Wilkes, P', 'Verbeeck, H']",,2022,10.1016/j.rse.2022.112912,"Accurately quantifying tree and forest structure is important for monitoring and understanding terrestrial ecosystem functioning in a changing climate. The emergence of laser scanning, such as Terrestrial Laser Scanning (TLS) and Unoccupied Aerial Vehicle Laser Scanning (UAV-LS), has advanced accurate and detailed forest structural measurements. TLS generally provides very accurate measurements on the plot-scale (a few ha), whereas UAV-LS provides comparable measurements on the landscape-scale ( 10 ha). Despite the pivotal role dense tropical forests play in our climate, the strengths and limitations of TLS and UAV-LS to accurately measure structural metrics in these forests remain largely unexplored. Here, we propose to combine TLS and UAV-LS data from dense tropical forest plots to analyse how this fusion can further advance 3D structural mapping of structurally complex forests. We compared stand (vertical point distribution profiles) and tree level metrics from TLS, UAV-LS as well as their fused point cloud. The tree level metrics included the diameter at breast height (DBH), tree height (H), crown projection area (CPA), and crown volume (CV). Furthermore, we evaluated the impact of point density and number of returns for UAV-LS data acquisition. DBH measurements from TLS and UAV-LS were compared to census data. The TLS and UAV-LS based H, CPA and CV measurements were compared to those obtained from the fused point cloud. Our results for two tropical rainforest plots in Australia demonstrate that TLS can measure H, CPA and CV with an accuracy (RMSE) of 0.30 m (H-average =27.32 m), 3.06 m(2) (CPAaverage =66.74 m(2)), and 29.63 m(3) (CVaverage =318.81 m(3)) respectively. UAV-LS measures H, CPA and CV with an accuracy (RMSE) of <0.40 m, <5.50 m(2), and <30.33 m(3) respectively. However, in dense tropical forests single flight UAV-LS is unable to sample the tree stems sufficiently for DBH measurement due to a limited penetration of the canopy. TLS can determine DBH with an accuracy (RMSE) of 5.04 cm, (DBHaverage =45.08 cm), whereas UAV-LS can not. We show that in dense tropical forests stand-alone TLS is able to measure macroscopic structural tree metrics on plot-scale. We also show that UAV-LS can be used to quickly measure H, CPA, and CV of canopy trees on the landscape-scale with comparable accuracy to TLS. Hence, the fusion of TLS and UAV-LS, which can be time consuming and expensive, is not required for these purposes. However, TLS and UAV-LS fusion opens up new avenues to improve stand-alone UAV-LS structural measurements at the landscape scale by applying TLS as a local calibration tool.",Australia,Belgium,Wet tropical,Forest,"Oliver Creek, Robson Creek, Queensland",not reported,not reported,,Multi-rotor,RIEGL RiCOPTER,LiDAR,VUX-SYS system,not reported,,1.5 ha,1.5 ha,Plots with all trees >10 cm dbh tagged,no,Sep 2018,2 scans with different parameters used,not reported,90 m,"Tree DBH, Tree height, Crown volume",Terrestrial laser scanning data,"Forest structure/dynamics, Methodological advancement",To assess how the combination of terrestrial laser scanning and UAV-LiDAR perform in the measurement of forest structural metrics,"UAV LiDAR on its own is not able to accurately measure DBH, combining UAV and TLS improves the scaleability of forest structure measurement",Used to compare to TLS for tree-level structural measurement,not reported,not reported,not reported
153,,,LW,HJ,Unoccupied aerial vehicles as a tool to map lizard operative temperature in tropical environments,"['Higgins, EA', 'Boyd, DS', 'Brown, TW', 'Owen, SC', 'van der Heijden, GMF', 'Algar, AC']",Remote Sensing in Ecology and Conservation,2024,10.1002/rse2.393,"To understand how ectotherms will respond to warming temperatures, we require information on thermal habitat quality at spatial resolutions and extents relevant to the organism. Measuring thermal habitat quality is either limited to small spatial extents, such as with ground-based 3D operative temperature (Te) replicas, representing the temperature of the animal at equilibrium with its environment, or is based on microclimate derived from physical models that use land cover variables and downscale coarse climate data. We draw on aspects of both these approaches and test the ability of unoccupied aerial vehicle (UAV) data (optical RGB) to predict fine-scale heterogeneity in sub-canopy lizard (Anolis bicaorum) Te in tropical forest using random forest models. Anolis bicaorum is an endemic, critically endangered, species, facing significant threats of habitat loss and degradation, and work was conducted as part of a larger project. Our findings indicate that a model incorporating solely air temperature, measured at the centre of the 20 x 20 m plot, and ground-based leaf area index (LAI) measurements, measured at directly above the 3D replica, predicted Te well. However, a model with air temperature and UAV-derived canopy metrics performed slightly better with the added advantage of enabling the mapping of Te with continuous spatial extent at high spatial resolutions, across the whole of the UAV orthomosaic, allowing us to capture and map Te across the whole of the survey plot, rather than purely at 3D replica locations. Our work provides a feasible workflow to map sub-canopy lizard Te in tropical environments at spatial scales relevant to the organism, and across continuous areas. This can be applied to other species and can represent species within the same community that have evolved a similar thermal niche. Such methods will be imperative in risk modelling of such species to anthropogenic land cover and climate change. This study outlines a new workflow, using UAVs, to map lizard operative temperatures across landscapes at organism-relevant spatial resolutions, which until now was not possible. This workflow allows us to measure thermal suitability and heterogeneity across continuous landscapes, which is crucial to inform conservation actions for ectothermic species. Here, we use random forest models to couple UAV-derived canopy measures (texture and greenness) from RGB imagery, with sub-canopy thermal 3D replicas, to predict lizard operative temperature at solar noon. This workflow was found to work well across forest, mangrove and urban environments and allows us to measure thermal suitability across whole areas, rather than solely point-based measures from standard thermal 3D replica methods. This work provides a simple workflow to measure a directly ecologically relevant measure at relevant spatial scales, across continuous surfaces, and allows us to consider thermal habitat suitability, energetics and climate change risk for ectotherms. image",Honduras,UK,Dry tropical,Forest,"Mixed land uses across Utila, Honduras","16.0950° N, 86.9274° W",from study,,Multi-rotor,DJI Phantom 4 Advanced,RGB,"1-inch, 20-megapixel CMOS sensor mounted on a three-axis, gyro-stabilized gimbal.",0.9 cm,.009 m,0.64 ha,0.64 ha,"8 intact dry forest, 4 degraded, 4 sparsly treed",no,Mar - Jun 2019,not reported,dry season,40 - 50 m,"Habitat Suitability Score, Canopy height, Canopy density, Canopy Height Model","Microclimatic data, ground-based measurements of leaf area index","Animal ecology, Forest structure/dynamics, Forest microclimate",To model habitat quality using canopy structure and microclimatic data for an Anolis lizard,The models that incorporate UAV-derived forest structure performed better than models with purely air temperature and ground-based leaf area index measurements,Used to measure forest structure,not reported,Available within supplementary material,not reported
